timestamp,phase,scenario,speed_kmh,event,details
1771684058.86,4,START,0,PHASE_START,Assisted-AH
1771684059.97,4,WEBSOCKET,0.0,WS_SEND,"{""phase"": 4, ""speed"": 0.0, ""speed_limit"": 30, ""overspeed"": false, ""alert"": null}"
1771684060.02,4,WEBSOCKET,0.0,WS_SEND,"{""phase"": 4, ""speed"": 0.0, ""speed_limit"": 30, ""overspeed"": false, ""alert"": null}"
1771684060.08,4,WEBSOCKET,0.0,WS_SEND,"{""phase"": 4, ""speed"": 0.0, ""speed_limit"": 30, ""overspeed"": false, ""alert"": null}"
1771684060.13,4,WEBSOCKET,0.0,WS_SEND,"{""phase"": 4, ""speed"": 0.0, ""speed_limit"": 30, ""overspeed"": false, ""alert"": null}"
1771684060.19,4,WEBSOCKET,0.0,WS_SEND,"{""phase"": 4, ""speed"": 0.0, ""speed_limit"": 30, ""overspeed"": false, ""alert"": null}"
1771684060.25,4,WEBSOCKET,0.0,WS_SEND,"{""phase"": 4, ""speed"": 0.0, ""speed_limit"": 30, ""overspeed"": false, ""alert"": null}"
1771684060.3,4,WEBSOCKET,0.0,WS_SEND,"{""phase"": 4, ""speed"": 0.0, ""speed_limit"": 30, ""overspeed"": false, ""alert"": null}"
1771684060.35,4,WEBSOCKET,0.0,WS_SEND,"{""phase"": 4, ""speed"": 0.0, ""speed_limit"": 30, ""overspeed"": false, ""alert"": null}"
1771684060.4,4,WEBSOCKET,0.0,WS_SEND,"{""phase"": 4, ""speed"": 0.0, ""speed_limit"": 30, ""overspeed"": false, ""alert"": null}"
1771684060.45,4,WEBSOCKET,0.0,WS_SEND,"{""phase"": 4, ""speed"": 0.0, ""speed_limit"": 30, ""overspeed"": false, ""alert"": null}"
1771684060.5,4,WEBSOCKET,0.0,WS_SEND,"{""phase"": 4, ""speed"": 0.0, ""speed_limit"": 30, ""overspeed"": false, ""alert"": null}"
1771684060.55,4,WEBSOCKET,0.0,WS_SEND,"{""phase"": 4, ""speed"": 0.0, ""speed_limit"": 30, ""overspeed"": false, ""alert"": null}"
1771684060.6,4,WEBSOCKET,0.0,WS_SEND,"{""phase"": 4, ""speed"": 0.0, ""speed_limit"": 30, ""overspeed"": false, ""alert"": null}"
1771684060.65,4,WEBSOCKET,0.0,WS_SEND,"{""phase"": 4, ""speed"": 0.0, ""speed_limit"": 30, ""overspeed"": false, ""alert"": null}"
1771684060.7,4,WEBSOCKET,0.0,WS_SEND,"{""phase"": 4, ""speed"": 0.0, ""speed_limit"": 30, ""overspeed"": false, ""alert"": null}"
1771684060.76,4,WEBSOCKET,0.0,WS_SEND,"{""phase"": 4, ""speed"": 0.0, ""speed_limit"": 30, ""overspeed"": false, ""alert"": null}"
1771684060.81,4,WEBSOCKET,0.0,WS_SEND,"{""phase"": 4, ""speed"": 0.0, ""speed_limit"": 30, ""overspeed"": false, ""alert"": null}"
